location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
9,18,0,1,1,1,0,0,1,0,1,1,0,0
23,18,1,2,1,0,3,2,2,1,1,1,1,1
18,18,0,3,1,1,2,1,2,1,1,0,0,1
16,18,1,2,1,0,3,1,1,1,1,1,0,1
10,18,0,3,1,0,3,2,2,1,1,1,0,1
24,18,1,3,1,0,3,0,1,0,1,0,1,0
19,18,1,1,1,0,3,1,2,1,1,1,0,0
1,18,1,1,1,0,3,1,2,1,1,0,1,1
17,18,0,3,1,1,1,0,2,1,1,1,0,1
6,18,0,3,1,1,2,2,2,2,1,0,0,0
6,18,1,4,1,0,3,0,1,0,1,0,0,0
11,18,1,4,1,1,0,1,2,2,1,1,0,0
11,18,1,3,1,0,3,1,1,1,1,0,1,0
1,18,1,0,1,0,3,2,2,1,1,1,0,1
22,18,1,3,1,1,2,1,2,1,1,0,1,1
20,18,0,1,1,1,2,1,2,1,1,1,0,0
18,18,1,2,1,1,2,2,2,1,1,0,0,0
31,18,0,1,1,1,1,1,2,1,1,0,0,1
12,18,0,3,1,0,3,2,2,1,1,1,0,0
22,18,1,1,1,0,3,1,2,1,1,1,0,1
12,18,1,3,1,0,3,1,2,1,1,1,0,0
15,18,1,2,1,0,3,1,2,1,1,0,1,0
21,18,0,3,1,0,3,0,1,2,1,1,0,1
19,18,1,0,1,0,3,1,1,1,1,1,0,1
23,18,1,2,1,1,1,1,2,1,1,0,0,0
29,18,1,1,1,1,1,1,2,1,1,0,0,1
13,18,1,1,1,1,2,0,2,1,1,1,0,0
14,18,1,3,1,1,0,2,1,1,1,0,1,0
19,18,1,1,1,0,3,2,2,1,1,1,0,1
26,18,0,3,1,0,3,2,2,1,1,0,0,1
23,18,0,2,1,1,0,0,0,0,1,0,0,0
39,18,1,0,1,0,3,0,2,1,1,1,0,1
20,18,1,0,1,1,1,0,1,0,1,0,0,1
27,18,0,1,1,1,1,0,0,0,1,1,0,0
16,18,1,3,1,0,3,1,2,1,1,1,0,0
1,18,1,3,1,0,3,0,0,0,1,1,0,0
23,18,1,2,1,1,0,2,2,1,1,0,0,1
16,18,0,4,1,0,3,0,0,0,1,1,0,0
25,18,0,3,1,0,3,2,2,1,1,1,0,1
23,18,0,3,1,0,3,2,1,1,1,1,0,1
24,18,1,0,1,0,3,1,1,1,1,0,0,1
17,18,0,1,1,1,1,0,0,0,1,0,0,0
21,18,1,1,1,0,3,0,0,0,1,1,0,0
2,18,1,2,1,0,3,1,2,1,1,1,0,1
18,18,1,1,1,1,2,0,1,0,1,0,1,0
17,18,0,3,1,0,3,1,2,1,1,1,0,0
27,18,0,3,1,0,3,0,1,0,1,1,0,1
26,18,0,0,1,1,0,1,1,1,1,0,0,0
26,18,1,0,1,1,1,1,2,1,1,0,0,0
22,18,1,2,1,0,3,0,0,0,1,0,0,1
38,18,1,4,1,1,2,2,2,1,1,0,1,1
23,18,1,1,1,1,1,0,1,0,1,1,0,1
34,18,0,1,1,1,0,1,2,1,1,0,0,1
31,18,1,1,1,1,1,0,0,0,1,0,1,0
18,18,0,3,1,1,2,0,1,0,1,0,0,1
9,18,1,2,1,0,3,2,2,1,1,0,1,1
27,18,1,3,1,0,3,0,0,0,1,1,1,1
13,18,0,3,1,0,3,2,2,1,1,0,0,1
15,18,1,2,1,0,3,1,2,1,1,1,0,0
8,18,1,3,1,1,2,0,2,1,1,1,1,0
24,18,0,1,1,0,3,1,2,1,1,1,0,0
19,18,0,3,1,1,2,2,2,1,1,1,0,0
12,18,1,3,1,0,3,1,2,1,1,0,1,0
29,18,1,2,1,1,1,1,2,1,1,0,1,1
19,18,0,3,1,1,2,1,2,1,1,0,0,1
40,18,0,2,1,1,2,0,2,1,1,0,0,0
42,18,0,1,1,1,1,0,1,0,1,1,0,1
28,18,1,1,1,1,0,0,1,0,1,1,1,0
39,18,1,3,1,1,2,2,2,1,1,0,0,0
14,18,0,4,1,0,3,1,2,1,1,0,0,1
22,18,0,3,1,1,1,2,2,1,1,1,0,0
20,18,1,3,1,0,3,0,0,0,1,0,0,1
33,18,1,1,1,1,1,1,2,1,1,0,0,0
8,18,1,1,1,1,1,1,2,1,1,0,1,1
29,18,0,2,1,0,3,0,2,1,1,1,0,0
25,18,1,3,1,1,1,1,2,1,1,0,0,1
15,18,1,3,1,1,2,1,1,1,1,0,0,0
17,18,0,1,1,0,3,1,2,1,1,0,0,1
21,18,0,3,1,0,3,2,2,1,1,0,0,1
3,18,0,3,1,0,3,2,2,1,1,1,0,0
30,18,0,2,1,0,3,2,2,1,1,0,0,0
26,18,0,3,1,1,1,0,0,0,1,1,0,0
14,18,0,2,1,0,3,1,2,1,1,1,0,1
23,18,1,1,1,1,2,0,1,0,1,1,0,1
13,18,1,2,1,1,2,0,0,0,1,0,1,1
33,18,1,1,1,1,0,0,1,0,1,0,0,1
27,18,0,4,1,1,2,0,1,0,1,0,0,0
21,18,1,1,1,0,3,0,1,0,1,1,1,0
31,18,0,1,1,1,1,1,2,1,1,0,0,1
27,18,1,3,1,1,0,1,1,1,1,0,0,0
25,18,1,3,1,1,2,0,0,0,1,0,0,1
24,18,0,3,1,0,3,1,2,1,1,0,0,1
28,18,0,3,1,1,1,1,2,1,1,0,0,1
4,18,1,0,1,0,3,1,2,1,1,0,0,1
43,18,1,3,1,0,3,0,0,0,1,1,0,0
32,18,0,1,1,0,3,0,0,0,1,1,0,0
28,18,1,3,1,0,3,2,2,1,1,1,0,1
39,18,0,1,1,0,3,0,0,0,1,1,0,1
26,18,0,2,1,0,3,2,1,1,1,0,0,0
23,18,1,2,1,1,1,0,1,0,1,0,0,1
22,18,0,1,1,0,3,0,1,0,1,0,0,0
25,18,0,3,1,0,3,2,2,1,1,0,0,1
0,18,1,3,1,0,3,1,2,1,1,1,0,0
27,18,0,3,1,0,3,0,1,0,1,1,0,0
33,18,0,2,1,1,0,0,1,0,1,1,0,0
29,18,1,1,1,0,3,0,1,0,1,1,0,0
27,18,1,1,1,0,3,2,2,1,1,0,0,1
15,18,1,3,1,1,1,1,2,1,1,0,0,1
34,18,0,1,1,0,3,1,2,1,1,1,0,0
30,18,1,3,1,1,0,0,0,0,1,1,0,0
28,18,0,3,1,1,1,0,1,2,1,1,0,0
36,18,1,1,1,1,1,2,2,1,1,1,1,0
14,18,0,3,1,0,3,1,2,1,1,0,0,0
41,18,0,3,1,0,3,0,1,0,1,1,0,1
15,18,1,1,1,0,3,2,2,1,1,0,1,1
36,18,0,2,1,0,3,1,2,1,1,1,0,0
33,18,0,4,1,1,0,1,2,1,1,1,0,0
15,18,0,3,1,1,0,1,2,1,1,0,0,0
31,18,0,3,1,1,0,0,2,1,1,0,0,1
29,18,0,3,1,0,3,1,2,1,1,1,0,0
39,18,0,2,1,0,3,0,1,0,1,1,0,1
25,18,1,1,1,0,3,2,2,1,1,1,0,1
30,18,0,3,1,1,1,0,0,0,1,1,0,1
39,18,0,3,1,1,1,2,1,1,1,0,0,1
9,18,0,1,1,0,3,0,1,0,1,1,0,0
35,18,0,1,1,1,1,1,2,1,1,0,0,1
32,18,0,2,1,1,2,1,2,1,1,1,0,1
30,18,1,3,1,0,3,0,1,2,1,1,0,1
26,18,1,0,1,0,3,2,1,1,1,1,0,0
37,18,1,2,1,1,0,0,1,0,1,1,1,0
33,18,0,3,1,1,1,0,1,0,1,0,0,1
31,18,1,3,1,1,1,0,1,0,1,0,0,1
43,18,0,3,1,0,3,2,1,1,1,0,0,1
27,18,0,1,1,1,0,0,1,0,1,1,0,1
8,18,1,3,1,1,2,0,1,0,1,0,0,1
42,18,1,3,1,0,3,1,1,1,1,0,1,0
38,18,0,0,1,1,2,1,2,1,1,1,0,1
34,18,1,3,1,1,2,0,1,0,1,0,0,1
32,18,0,0,1,0,3,0,0,0,1,0,0,1
28,18,0,3,1,1,2,2,2,1,1,0,0,1
39,18,1,3,1,1,1,1,2,1,1,0,1,0
30,18,1,3,1,0,3,1,2,1,1,0,0,0
36,18,0,4,1,0,3,0,2,1,1,0,0,0
33,18,0,2,1,0,3,1,2,1,1,0,0,0
29,18,0,3,1,0,3,0,1,0,1,0,0,1
26,18,0,3,1,0,3,1,2,1,1,1,0,1
13,18,0,3,1,0,3,0,1,0,1,0,0,0
18,18,1,2,1,1,2,2,2,1,1,0,0,0
40,18,1,3,1,0,3,0,2,1,1,1,1,1
33,18,1,0,1,1,0,0,0,0,1,1,0,0
35,18,0,3,1,0,3,0,0,0,1,0,0,0
34,18,0,3,1,1,2,1,2,1,1,0,0,0
27,18,0,1,1,0,3,1,2,1,1,0,0,0
30,18,0,3,1,1,1,1,2,1,1,0,0,1
13,18,1,0,1,1,1,1,2,1,1,1,1,0
41,18,0,3,1,1,1,2,1,1,1,1,0,1
37,18,0,2,1,0,3,0,2,1,1,0,0,1
36,18,1,0,1,0,3,1,2,1,1,1,0,0
31,18,0,3,1,0,3,0,1,0,1,0,0,1
13,18,0,2,1,0,3,0,0,0,1,0,0,1
11,18,1,2,1,0,3,0,1,0,1,0,1,1
42,18,0,3,1,0,3,2,2,2,1,0,0,1
38,18,0,3,1,1,1,0,0,0,1,1,0,1
35,18,1,1,1,1,1,2,1,1,1,1,0,1
32,18,0,3,1,0,3,1,2,1,1,0,0,1
39,18,0,2,1,0,3,2,2,1,1,0,0,1
37,18,1,2,1,1,0,2,2,1,1,0,0,1
33,18,1,1,1,1,1,1,1,1,1,1,0,0
0,18,0,0,1,0,3,2,1,1,1,0,0,1
43,18,1,3,1,1,0,2,2,1,1,1,1,0
3,18,0,3,1,1,0,0,1,0,1,1,0,0
40,18,1,2,1,0,3,0,1,0,1,0,0,1
11,18,0,2,1,0,3,1,2,2,1,1,0,1
38,18,0,1,1,1,2,0,1,0,1,1,0,1
34,18,0,1,1,1,0,1,1,1,1,0,0,0
37,18,1,3,1,1,0,0,0,0,1,0,0,1
1,18,1,1,1,0,3,0,1,0,1,0,1,0
4,18,0,4,1,1,0,0,0,0,1,1,0,1
41,18,0,1,1,1,1,0,0,0,1,1,0,1
39,18,1,3,1,1,0,1,2,1,1,1,0,1
36,18,0,1,1,1,2,0,2,1,1,0,0,1
5,18,0,0,1,0,3,2,2,1,1,1,0,1
29,18,0,3,1,0,3,1,2,1,1,0,0,0
16,18,0,2,1,1,0,2,1,2,1,0,0,1
43,18,1,1,1,0,3,0,0,0,1,0,1,0
42,18,0,1,1,1,2,2,2,1,1,1,0,0
40,18,1,3,1,1,1,2,2,1,1,0,0,0
35,18,1,3,1,1,1,1,2,1,1,0,0,1
2,18,1,0,1,1,0,0,2,1,1,1,1,0
9,18,0,1,1,0,3,0,1,0,1,1,0,0
4,18,1,1,1,1,0,1,2,1,1,1,1,0
12,18,0,1,1,0,3,0,1,0,1,1,0,1
29,18,1,3,1,0,3,0,1,1,1,0,1,0
20,18,1,3,1,1,0,1,2,1,1,1,0,1
41,18,0,3,1,0,3,0,0,0,1,0,0,0
15,18,0,3,1,0,3,1,1,1,1,0,0,0
37,18,1,3,1,1,2,1,2,1,1,0,0,1
3,18,0,3,1,1,2,2,2,1,1,1,0,1
35,18,0,3,1,0,3,2,2,1,1,0,0,0
0,18,1,1,1,1,2,2,1,1,1,1,0,1
14,18,1,1,1,1,2,2,2,1,1,1,0,0
42,18,0,3,1,0,3,2,2,1,1,0,0,0
38,18,0,3,1,0,3,2,1,1,1,1,0,0
4,18,1,1,1,0,3,0,1,1,1,1,1,1
1,18,1,3,1,1,1,2,2,1,1,0,0,1
21,18,1,2,1,1,0,2,2,1,1,1,0,1
26,18,0,2,1,1,1,1,2,1,1,0,0,1
39,18,0,3,1,1,0,1,2,1,1,1,0,1
6,18,1,1,1,0,3,0,1,0,1,0,1,0
5,18,1,3,1,0,3,0,2,1,1,1,0,1
0,18,0,2,1,1,0,0,2,1,1,0,0,1
39,18,0,2,1,0,3,2,1,1,1,0,0,1
39,18,1,3,1,0,3,0,1,0,1,0,0,1
13,18,1,3,1,0,3,2,2,1,1,0,1,0
40,18,0,3,1,1,2,2,2,1,1,0,0,1
7,18,0,2,1,0,3,1,2,1,1,1,0,0
2,18,0,3,1,0,3,1,2,1,1,1,0,0
1,18,0,3,1,1,0,2,2,1,1,1,0,0
37,18,1,3,1,1,0,2,2,1,1,0,0,0
6,18,1,3,1,1,1,0,1,0,1,1,1,0
41,18,0,3,1,0,3,1,1,1,1,0,0,1
8,18,0,1,1,1,2,0,1,0,1,0,0,0
3,18,0,1,1,1,2,1,2,1,1,0,0,1
15,18,1,1,1,0,3,2,1,1,1,1,0,0
5,18,1,3,1,0,3,1,2,1,1,1,0,0
13,18,0,2,1,0,3,2,2,1,1,1,0,1
13,18,0,3,1,0,3,1,2,1,1,1,0,0
37,18,1,1,1,0,3,1,2,1,1,1,1,1
1,18,0,3,1,0,3,0,1,0,1,0,0,1
7,18,0,2,1,1,1,2,2,1,1,1,0,0
42,18,1,4,1,1,2,2,1,1,1,1,0,0
13,18,1,3,1,1,1,0,1,0,1,0,0,0
2,18,1,3,1,1,0,1,2,1,1,0,0,0
9,18,1,1,1,0,3,0,0,0,1,0,1,1
4,18,1,3,1,1,1,0,0,0,1,0,0,1
2,18,0,0,1,0,3,2,2,1,1,0,0,1
10,18,1,2,1,0,3,0,1,0,1,1,1,1
6,18,1,0,1,1,1,1,2,1,1,0,0,1
3,18,0,3,1,1,2,2,2,1,1,1,0,0
0,18,1,3,1,1,0,0,0,0,1,1,0,1
31,18,1,0,1,1,1,1,2,1,1,0,1,0
20,18,0,0,1,1,1,2,2,2,1,1,0,1
11,18,1,2,1,0,3,0,1,0,1,1,1,1
7,18,0,3,1,0,3,1,2,1,1,1,0,1
4,18,0,3,1,1,0,0,0,0,1,1,0,0
1,18,1,3,1,1,0,0,1,0,1,0,0,0
39,18,0,3,1,1,0,1,2,1,1,0,0,0
7,18,0,3,1,0,3,2,2,1,1,1,0,1
12,18,0,1,1,1,1,2,2,1,1,1,0,1
8,18,1,4,1,0,3,2,2,1,1,0,0,0
39,18,1,3,1,0,3,1,2,1,1,0,0,0
6,18,0,1,1,1,0,1,2,1,1,0,0,0
5,18,1,2,1,0,3,1,2,1,1,0,0,1
18,18,1,3,1,1,0,0,2,1,1,0,0,0
13,18,0,0,1,1,0,2,2,1,1,1,0,1
9,18,1,1,1,0,3,0,0,0,1,1,0,1
7,18,0,3,1,1,0,2,2,1,1,0,0,0
0,18,1,3,1,1,0,2,1,1,1,1,0,0
2,18,0,0,1,1,1,1,2,1,1,0,0,1
23,18,0,3,1,0,3,0,0,0,1,1,0,0
23,18,0,3,1,1,0,1,1,1,1,0,0,1
29,18,0,3,1,1,0,2,2,1,1,1,0,0
23,18,0,3,1,0,3,0,1,0,1,0,0,0
16,18,1,3,1,1,0,2,2,1,1,1,1,0
10,18,0,3,1,1,1,1,1,1,1,1,0,1
8,18,1,1,1,1,0,1,2,1,1,1,0,1
3,18,1,3,1,0,3,0,0,0,1,1,0,1
18,18,0,3,1,0,3,1,2,1,1,0,0,0
41,18,0,2,1,0,3,1,2,1,1,0,0,1
17,18,0,2,1,1,2,2,2,1,1,1,0,1
11,18,0,1,1,0,3,0,0,0,1,1,0,0
9,18,1,1,1,1,1,1,2,1,1,1,0,1
19,18,0,2,1,0,3,1,2,1,1,1,0,0
20,18,0,1,1,0,3,0,0,0,1,1,0,0
4,18,0,3,1,1,0,0,1,0,1,1,0,1
7,18,0,0,1,1,0,1,2,1,1,0,0,0
18,18,1,2,1,1,0,1,2,1,1,1,1,1
12,18,1,0,1,0,3,2,1,1,1,0,0,0
10,18,1,3,1,0,3,2,1,1,1,0,0,0
6,18,0,3,1,1,2,0,1,0,1,0,0,0
38,18,0,3,1,1,2,0,0,0,1,0,0,0
6,18,1,3,1,1,2,0,1,0,1,1,0,1
39,18,0,2,1,1,0,1,2,1,1,0,0,1
19,18,1,2,1,1,2,0,0,0,1,1,1,0
13,18,1,3,1,1,0,0,0,0,1,0,0,1
11,18,0,0,1,0,3,1,2,1,1,1,0,0
31,18,0,3,1,1,2,2,2,1,1,0,0,0
7,18,1,3,1,0,3,0,1,0,1,1,0,0
15,18,1,2,1,1,0,2,2,1,1,1,0,1
41,18,0,3,1,0,3,0,1,0,1,0,0,0
20,18,1,0,1,0,3,1,2,1,1,0,1,0
10,18,0,2,1,1,1,0,1,0,1,0,0,0
16,18,1,3,1,0,3,1,2,1,1,0,0,1
12,18,0,2,1,0,3,1,2,1,1,0,0,1
8,18,0,2,1,1,2,1,2,1,1,0,0,1
28,18,1,3,1,0,3,1,2,1,1,1,0,1
4,18,1,3,1,0,3,1,1,1,1,1,0,0
3,18,0,3,1,0,3,2,2,1,1,1,0,1
21,18,0,3,1,0,3,0,2,1,1,1,0,1
8,18,0,1,1,1,2,2,2,1,1,0,0,0
17,18,0,0,1,0,3,2,2,1,1,0,0,1
13,18,1,0,1,0,3,2,1,1,1,0,0,1
9,18,1,2,1,0,3,2,2,1,1,0,0,1
24,18,0,3,1,0,3,2,2,1,1,1,0,0
14,18,1,3,1,1,1,2,2,1,1,0,1,1
23,18,1,3,1,1,0,0,0,0,1,1,1,0
18,18,0,3,1,1,1,2,2,1,1,1,0,0
16,18,0,1,1,1,2,1,2,1,1,1,0,1
10,18,0,1,1,1,2,1,2,1,1,0,0,1
11,18,1,1,1,1,0,0,1,0,1,0,1,0
38,18,0,0,1,0,3,2,2,1,1,0,0,1
24,18,0,1,1,0,3,0,1,0,1,0,0,0
19,18,1,3,1,1,0,0,1,0,1,0,0,0
17,18,0,1,1,1,2,2,2,1,1,1,0,0
11,18,0,1,1,1,1,1,2,1,1,1,0,0
32,18,0,2,1,0,3,1,1,1,1,1,0,1
6,18,0,0,1,0,3,1,1,1,1,1,0,1
5,18,1,3,1,1,0,0,1,0,1,1,1,0
29,18,0,1,1,1,2,1,2,1,1,1,0,1
22,18,0,2,1,0,3,0,1,0,1,1,0,1
41,18,1,3,1,1,0,2,1,1,1,0,1,1
20,18,0,1,1,0,3,1,1,1,1,1,0,1
40,18,1,0,1,0,3,1,1,1,1,1,0,0
18,18,0,2,1,1,0,0,1,0,1,0,0,1
18,18,1,3,1,1,0,0,1,0,1,1,0,1
13,18,0,2,1,0,3,1,2,1,1,1,0,1
12,18,0,3,1,1,0,2,2,1,1,0,0,0
15,18,1,1,1,1,0,1,1,1,1,1,1,1
21,18,1,3,1,1,1,0,1,1,1,0,0,1
18,18,1,3,1,0,3,0,1,0,1,0,0,0
19,18,0,0,1,1,1,1,2,1,1,1,0,0
40,18,0,3,1,1,1,1,2,1,1,1,0,1
13,18,1,3,1,0,3,1,2,1,1,1,0,1
42,18,1,3,1,0,3,0,1,0,1,1,1,1
14,18,1,2,1,0,3,1,2,1,1,0,1,1
23,18,0,1,1,1,2,2,1,1,1,1,0,1
20,18,0,3,1,0,3,0,0,0,1,0,0,0
36,18,0,3,1,0,3,0,1,0,1,1,0,1
16,18,0,3,1,0,3,1,2,1,1,0,0,1
11,18,0,2,1,1,0,2,2,1,1,0,0,1
25,18,0,3,1,0,3,0,1,0,1,1,0,1
35,18,0,3,1,1,2,1,2,1,1,0,0,1
24,18,0,3,1,0,3,1,2,1,1,0,0,1
21,18,0,3,1,0,3,2,2,2,1,1,0,1
27,18,1,4,1,1,1,1,2,1,1,0,0,1
17,18,1,1,1,1,2,2,1,1,1,1,0,1
17,18,1,3,1,0,3,1,1,1,1,1,0,1
36,18,1,2,1,0,3,0,0,0,1,0,1,0
26,18,1,3,1,1,0,0,2,1,1,0,1,0
7,18,1,3,1,0,3,0,1,0,1,0,0,1
22,18,1,3,1,0,3,0,1,0,1,0,0,1
23,18,1,0,1,1,0,0,1,0,1,0,0,0
18,18,1,3,1,1,1,1,2,1,1,1,1,0
18,18,0,2,1,0,3,2,2,1,1,1,0,1
27,18,1,1,1,1,1,0,0,0,1,1,1,1
15,18,1,1,1,1,1,1,2,1,1,1,0,0
24,18,0,1,1,1,2,0,2,1,1,0,0,0
25,18,1,3,1,1,0,1,2,1,1,1,0,1
19,18,0,1,1,1,0,2,2,2,1,0,0,0
0,18,0,3,1,0,3,0,2,1,1,1,0,1
28,18,0,3,1,1,0,0,1,0,1,1,0,1
14,18,1,3,1,1,1,0,0,0,1,0,0,1
22,18,0,4,1,0,3,0,1,1,1,0,0,1
20,18,1,3,1,1,0,0,1,0,1,0,0,1
9,18,0,2,1,1,2,1,2,1,1,1,0,1
29,18,1,3,1,0,3,2,2,1,1,1,0,0
29,18,0,3,1,1,2,1,2,1,1,0,0,1
25,18,0,3,1,1,0,0,0,0,1,1,0,0
15,18,0,2,1,0,3,1,2,1,1,0,0,1
39,18,0,3,1,0,3,0,1,0,1,0,0,1
1,18,0,0,1,0,3,2,2,1,1,0,0,1
21,18,1,3,1,0,3,0,1,0,1,1,0,1
30,18,1,2,1,0,3,0,1,0,1,1,1,0
26,18,0,1,1,0,3,0,1,0,1,0,0,1
14,18,0,0,1,0,3,0,0,0,1,1,0,0
23,18,0,3,1,0,3,0,1,0,1,0,0,1
31,18,1,1,1,1,0,1,2,1,1,0,1,0
27,18,0,3,1,0,3,1,2,1,1,0,0,0
7,18,1,3,1,0,3,0,0,0,1,0,0,1
25,18,0,2,1,0,3,0,0,0,1,1,0,1
35,18,1,3,1,0,3,0,1,0,1,1,0,1
24,18,1,3,1,1,2,0,1,0,1,1,0,0
37,18,0,1,1,1,1,0,1,0,1,1,0,0
32,18,1,3,1,0,3,0,0,0,1,1,1,1
32,18,1,3,1,1,0,1,2,2,1,1,0,0
28,18,1,1,1,1,0,0,1,0,1,1,0,0
26,18,1,3,1,1,1,0,0,0,1,1,0,1
22,18,0,3,1,0,3,0,1,0,1,0,0,1
40,18,0,3,1,0,3,1,2,1,1,1,0,0
41,18,0,4,1,0,3,0,0,0,1,0,0,0
33,18,1,1,1,0,3,2,2,1,1,1,1,0
1,18,1,0,1,1,0,1,2,1,1,1,0,1
29,18,1,3,1,0,3,0,1,0,1,0,0,0
27,18,0,0,1,1,2,2,2,1,1,0,0,1
15,18,0,3,1,1,0,2,2,1,1,0,0,0
40,18,0,0,1,1,1,0,1,0,1,1,0,1
34,18,0,3,1,1,0,1,2,1,1,0,0,1
30,18,1,3,1,0,3,0,0,0,1,0,0,1
28,18,0,1,1,1,0,1,1,1,1,1,0,1
14,18,1,2,1,0,3,0,1,0,1,1,0,0
30,18,0,3,1,0,3,1,1,2,1,0,0,0
36,18,0,1,1,1,1,2,2,1,1,1,0,1
29,18,0,2,1,0,3,0,2,1,1,0,0,1
31,18,0,3,1,0,3,2,1,1,1,1,0,1
29,18,0,2,1,0,3,0,1,0,1,0,0,1
25,18,0,0,1,0,3,2,2,1,1,1,0,0
35,18,1,2,1,0,3,0,1,0,1,0,1,0
32,18,1,3,1,0,3,2,2,1,1,1,1,0
32,18,0,3,1,0,3,2,2,1,1,1,0,1
30,18,0,1,1,0,3,1,2,1,1,1,0,0
26,18,0,0,1,1,0,1,2,1,1,1,0,0
3,18,1,2,1,0,3,2,2,1,1,0,0,0
37,18,1,1,1,1,2,0,1,0,1,1,1,0
33,18,1,3,1,0,3,2,2,1,1,1,0,1
31,18,1,2,1,0,3,0,1,0,1,0,0,1
22,18,1,3,1,0,3,2,1,1,1,1,0,1
27,18,0,3,1,0,3,0,0,0,1,1,0,0
2,18,0,1,1,1,0,2,2,1,1,1,0,0
28,18,1,2,1,0,3,0,1,0,1,0,0,1
13,18,0,3,1,1,1,1,2,1,1,1,0,0
38,18,0,3,1,1,0,0,0,0,1,0,0,0
34,18,0,3,1,0,3,1,2,1,1,0,0,1
32,18,0,4,1,0,3,1,2,1,1,1,0,1
28,18,0,1,1,0,3,0,1,0,1,0,0,0
5,18,1,0,1,0,3,1,1,1,1,1,0,1
38,18,1,0,1,0,3,0,1,0,1,0,1,1
39,18,1,0,1,0,3,1,2,1,1,0,1,1
36,18,0,3,1,0,3,1,1,1,1,1,0,1
29,18,1,3,1,1,1,0,1,1,1,0,0,0
33,18,0,3,1,1,1,1,2,1,1,0,0,1
29,18,0,2,1,0,3,1,1,1,1,0,0,1
40,18,1,3,1,1,1,0,2,1,1,1,1,0
